Frame,Time (Seconds),X,Y,Z,W,X.1,Y.1,Z.1,X.2,Y.2,Z.2,W.1,X.3,Y.3,Z.3,X.4,Y.4,Z.4,W.2,X.5,Y.5,Z.5,X.6,Y.6,Z.6,W.3,X.7,Y.7,Z.7,X.8,Y.8,Z.8,W.4,X.9,Y.9,Z.9,X.10,Y.10,Z.10,W.5,X.11,Y.11,Z.11,X.12,Y.12,Z.12,W.6,X.13,Y.13,Z.13,X.14,Y.14,Z.14,W.7,X.15,Y.15,Z.15,X.16,Y.16,Z.16,W.8,X.17,Y.17,Z.17,X.18,Y.18,Z.18,W.9,X.19,Y.19,Z.19,X.20,Y.20,Z.20,W.10,X.21,Y.21,Z.21,X.22,Y.22,Z.22,W.11,X.23,Y.23,Z.23,X.24,Y.24,Z.24,W.12,X.25,Y.25,Z.25,X.26,Y.26,Z.26,W.13,X.27,Y.27,Z.27,X.28,Y.28,Z.28,W.14,X.29,Y.29,Z.29,X.30,Y.30,Z.30,W.15,X.31,Y.31,Z.31,X.32,Y.32,Z.32,W.16,X.33,Y.33,Z.33,X.34,Y.34,Z.34,W.17,X.35,Y.35,Z.35,X.36,Y.36,Z.36,W.18,X.37,Y.37,Z.37,X.38,Y.38,Z.38,W.19,X.39,Y.39,Z.39,X.40,Y.40,Z.40,W.20,X.41,Y.41,Z.41
1502,12.516667,-0.087243,0.992361,0.042041,-0.07642,-0.168494,0.719253,0.334868,-0.062458,0.987635,0.000522,-0.143793,-0.179945,0.78665,0.341515,-0.030182,0.980917,-0.107166,-0.159397,-0.205067,0.988942,0.345391,0.115848,0.984893,0.10921,-0.068111,-0.224959,1.196692,0.302652,0.018957,0.981226,0.19162,0.010845,-0.198464,1.309943,0.311281,0.071011,0.969724,-0.143235,-0.184598,-0.254279,1.170161,0.318508,-0.125771,0.953001,-0.249845,-0.1164,-0.327108,1.185221,0.345188,-0.149417,0.944527,-0.27967,-0.085603,-0.613934,1.129897,0.431944,0.175318,0.931284,-0.291839,-0.129632,-0.783352,1.087882,0.475556,-0.146307,0.983086,-0.063833,-0.089787,-0.190912,1.171837,0.297158,-0.100721,0.959963,-0.204947,-0.162244,-0.116557,1.19366,0.281734,-0.35357,0.644627,0.03781,-0.676768,0.165942,1.232321,0.174233,-0.579909,0.521953,0.142072,-0.609168,0.135853,1.323623,0.017767,0.030449,0.954243,0.286595,-0.079732,-0.250003,0.704211,0.346958,-0.121533,0.980771,-0.149446,-0.03138,-0.28498,0.423256,0.164307,0.004016,0.979165,-0.09062,-0.181682,-0.190409,0.068499,0.274848,-0.1327,0.883209,0.36263,-0.266144,-0.086984,0.734295,0.322778,-0.066905,0.950759,-0.298632,-0.049002,-0.073042,0.497846,0.083157,-0.209686,0.951072,-0.192627,0.119949,-0.010642,0.175718,0.303226,0.004274,0.981379,-0.029695,-0.189726,-0.233839,-0.007165,0.169303,-0.205137,0.969835,-0.021233,0.129956,0.047375,0.090385,0.213209
1503,12.525,-0.083569,0.992407,0.042093,-0.079827,-0.169297,0.716434,0.335267,-0.060376,0.986892,0.001951,-0.149648,-0.180229,0.783916,0.341922,-0.033246,0.980089,-0.103059,-0.166428,-0.204535,0.987401,0.346419,0.117241,0.98443,0.109151,-0.072381,-0.225726,1.195436,0.305741,0.018776,0.980916,0.193266,0.009979,-0.198899,1.3088,0.314236,0.068182,0.968633,-0.1423,-0.191968,-0.25472,1.168676,0.321808,-0.132347,0.95169,-0.24578,-0.12792,-0.327173,1.183429,0.349658,-0.168848,0.93489,-0.295957,-0.099402,-0.611249,1.125829,0.443677,0.158271,0.924619,-0.316841,-0.140148,-0.776737,1.079857,0.494329,-0.146303,0.982844,-0.061952,-0.093679,-0.191685,1.170741,0.299528,-0.099774,0.961206,-0.206736,-0.152933,-0.117443,1.192546,0.283547,-0.352753,0.65805,0.015789,-0.665046,0.166959,1.231726,0.181387,-0.583853,0.525425,0.122412,-0.606679,0.142454,1.319121,0.022607,0.030661,0.953972,0.288506,-0.075904,-0.250823,0.701977,0.347949,-0.123091,0.980458,-0.150469,-0.03018,-0.285289,0.421771,0.164054,0.005418,0.978843,-0.090935,-0.183218,-0.189705,0.06883,0.275246,-0.125667,0.894365,0.337392,-0.265491,-0.087772,0.73089,0.322585,-0.063559,0.939403,-0.332813,-0.052127,-0.072397,0.481311,0.096765,-0.215542,0.944436,-0.220154,0.114523,-0.011006,0.176036,0.339509,0.005745,0.981055,-0.032691,-0.190866,-0.233658,-0.00683,0.169917,-0.211936,0.96856,-0.045245,0.122182,0.047519,0.085881,0.254669
1504,12.533333,-0.076515,0.992847,0.039728,-0.082595,-0.169917,0.714193,0.336932,-0.059559,0.985958,0.001788,-0.156004,-0.179902,0.781858,0.343219,-0.03668,0.978944,-0.09985,-0.174219,-0.203838,0.985188,0.34775,0.11903,0.983834,0.109572,-0.076792,-0.226549,1.193398,0.308826,0.018172,0.980668,0.194602,0.009518,-0.199121,1.307549,0.317338,0.061706,0.966702,-0.143921,-0.202404,-0.255163,1.166411,0.325191,-0.139177,0.949107,-0.246821,-0.137497,-0.327099,1.18044,0.354707,-0.184898,0.926274,-0.307579,-0.114998,-0.608496,1.120619,0.455175,0.142086,0.918407,-0.336827,-0.151286,-0.76982,1.072174,0.512816,-0.148006,0.98203,-0.059477,-0.100865,-0.192516,1.168887,0.301885,-0.097982,0.962713,-0.20753,-0.143227,-0.118574,1.190907,0.284842,-0.352747,0.669929,-0.003328,-0.653264,0.167797,1.23028,0.188414,-0.592105,0.527122,0.102124,-0.600936,0.149094,1.314471,0.027794,0.031374,0.953934,0.29044,-0.068345,-0.251556,0.700917,0.350161,-0.12245,0.980705,-0.149614,-0.028961,-0.2851,0.421496,0.164907,0.004185,0.979364,-0.089147,-0.181334,-0.190233,0.068429,0.275563,-0.117938,0.905262,0.313466,-0.261401,-0.088278,0.72747,0.323704,-0.05899,0.927969,-0.363558,-0.05674,-0.07155,0.466128,0.11171,-0.218869,0.938045,-0.244718,0.110816,-0.011633,0.177304,0.373833,0.004861,0.981639,-0.033708,-0.187683,-0.233639,-0.006899,0.169769,-0.216625,0.967058,-0.067468,0.115412,0.047351,0.083006,0.293962
1505,12.541667,-0.071759,0.993056,0.037514,-0.085345,-0.170853,0.711182,0.338641,-0.057058,0.98526,0.00201,-0.161253,-0.180202,0.778967,0.344599,-0.037976,0.978197,-0.094914,-0.180776,-0.203198,0.983349,0.349203,0.117971,0.983925,0.107096,-0.080652,-0.226336,1.191927,0.312571,0.01741,0.980324,0.196403,0.009351,-0.199261,1.306046,0.320421,0.0561,0.96602,-0.143277,-0.20768,-0.254737,1.164797,0.32907,-0.145522,0.947383,-0.244224,-0.147115,-0.326435,1.178063,0.359503,-0.203267,0.916934,-0.317449,-0.130925,-0.605063,1.115938,0.466104,0.129948,0.912091,-0.352851,-0.163398,-0.7622,1.064322,0.531228,-0.146454,0.982314,-0.057298,-0.10162,-0.192414,1.167471,0.304932,-0.096431,0.964556,-0.203182,-0.138018,-0.118424,1.189285,0.287831,-0.353221,0.680587,-0.020792,-0.641564,0.169024,1.22888,0.194757,-0.59647,0.529871,0.084116,-0.59698,0.155579,1.309878,0.033301,0.030198,0.952661,0.295292,-0.065795,-0.252533,0.698708,0.352388,-0.121849,0.980545,-0.150823,-0.030601,-0.28501,0.421153,0.164162,0.003115,0.979397,-0.089569,-0.180968,-0.190442,0.068626,0.275545,-0.111918,0.915788,0.289633,-0.254792,-0.089173,0.723657,0.324893,-0.056962,0.916928,-0.391643,-0.051125,-0.069835,0.451697,0.126942,-0.224449,0.930374,-0.26826,0.109833,-0.012431,0.179531,0.406539,0.003641,0.981637,-0.033841,-0.1877,-0.233618,-0.006847,0.169761,-0.224001,0.964458,-0.086764,0.110075,0.047908,0.081885,0.331872
1506,12.55,-0.068137,0.993245,0.037021,-0.086318,-0.171772,0.707944,0.340148,-0.05439,0.984548,0.00317,-0.166424,-0.18063,0.775803,0.346008,-0.03893,0.97718,-0.0916,-0.187651,-0.202526,0.981063,0.351038,0.116454,0.983775,0.107095,-0.084592,-0.226058,1.189873,0.316014,0.01664,0.980193,0.197123,0.009366,-0.199265,1.304476,0.323828,0.053161,0.964882,-0.141932,-0.214549,-0.254237,1.162657,0.33275,-0.15152,0.945839,-0.240362,-0.157026,-0.325527,1.175574,0.36427,-0.220269,0.908936,-0.322106,-0.146851,-0.601232,1.111235,0.476982,0.116577,0.90629,-0.364888,-0.178621,-0.754295,1.05667,0.5492,-0.14785,0.981879,-0.056667,-0.104125,-0.192262,1.165446,0.307743,-0.09379,0.969424,-0.182739,-0.134264,-0.118419,1.187454,0.290263,-0.350966,0.691296,-0.036401,-0.630561,0.169958,1.227914,0.200492,-0.595849,0.535402,0.06958,-0.594531,0.161824,1.305324,0.039014,0.028953,0.95118,0.300679,-0.063324,-0.253509,0.696071,0.354089,-0.121418,0.980313,-0.152927,-0.029294,-0.284897,0.42063,0.162601,0.000745,0.979435,-0.090575,-0.180287,-0.190862,0.069223,0.275548,-0.107267,0.925402,0.265681,-0.248068,-0.090036,0.719817,0.326208,-0.055107,0.90566,-0.418022,-0.044723,-0.067557,0.438208,0.142601,-0.229387,0.922491,-0.29055,0.109418,-0.013113,0.182816,0.437928,0.00125,0.981712,-0.034899,-0.18714,-0.233552,-0.006588,0.169808,-0.230941,0.961581,-0.105687,0.1042,0.048579,0.082247,0.368425
1507,12.558333,-0.063751,0.993573,0.034181,-0.087067,-0.172759,0.704829,0.342714,-0.051658,0.983944,0.003373,-0.170806,-0.181051,0.772796,0.348142,-0.039674,0.976232,-0.089167,-0.193511,-0.201866,0.978799,0.353175,0.110721,0.984068,0.10771,-0.088027,-0.22572,1.187772,0.319358,0.018819,0.980077,0.197467,0.010045,-0.200266,1.302636,0.327366,0.053569,0.963463,-0.137818,-0.223328,-0.253707,1.160494,0.336315,-0.158956,0.9441,-0.23637,-0.165946,-0.324383,1.173513,0.36915,-0.235363,0.901879,-0.322858,-0.16426,-0.596925,1.105959,0.48753,0.104989,0.901181,-0.372264,-0.195626,-0.745905,1.049054,0.567008,-0.148552,0.981865,-0.056613,-0.103284,-0.192039,1.163367,0.31057,-0.091059,0.971342,-0.177748,-0.128872,-0.118201,1.185492,0.293216,-0.34626,0.700925,-0.047323,-0.621747,0.171348,1.225437,0.207062,-0.595577,0.539468,0.059561,-0.592212,0.168245,1.300168,0.045037,0.026555,0.948911,0.307824,-0.064085,-0.254571,0.69372,0.356841,-0.1204,0.980137,-0.154861,-0.029216,-0.284844,0.421118,0.161156,-0.001672,0.979451,-0.092406,-0.179257,-0.191486,0.070041,0.275553,-0.102424,0.935108,0.243264,-0.236443,-0.090947,0.715939,0.328587,-0.054943,0.894637,-0.441935,-0.036052,-0.065165,0.425957,0.158981,-0.233181,0.914631,-0.311854,0.108742,-0.013536,0.186799,0.468004,-0.000759,0.982005,-0.035243,-0.185536,-0.233585,-0.006294,0.169953,-0.2359,0.958227,-0.126268,0.101035,0.049261,0.08356,0.40359
1508,12.566667,-0.059714,0.993906,0.031583,-0.087113,-0.173574,0.701807,0.345527,-0.049009,0.983411,0.003564,-0.174607,-0.181349,0.769866,0.350553,-0.04011,0.975341,-0.087056,-0.198801,-0.201085,0.976293,0.355561,0.10653,0.984166,0.10855,-0.091025,-0.225126,1.18541,0.322781,0.019376,0.980006,0.197738,0.010643,-0.20062,1.300571,0.331025,0.049736,0.962186,-0.135871,-0.230791,-0.25295,1.158092,0.339942,-0.163678,0.94233,-0.232295,-0.17681,-0.323154,1.17061,0.373965,-0.251278,0.895817,-0.319422,-0.179835,-0.592497,1.10164,0.498679,0.090858,0.896748,-0.377311,-0.212657,-0.73714,1.041585,0.584543,-0.151306,0.981111,-0.055757,-0.106862,-0.191565,1.161011,0.313535,-0.086856,0.970427,-0.189835,-0.121202,-0.117976,1.183527,0.295635,-0.343333,0.708819,-0.052364,-0.613967,0.173198,1.220873,0.213904,-0.593659,0.545203,0.048221,-0.589913,0.174429,1.295125,0.051052,0.026752,0.947148,0.31424,-0.058722,-0.255468,0.691404,0.359715,-0.121162,0.980278,-0.155113,-0.017754,-0.284977,0.421499,0.160213,-0.003456,0.979599,-0.094487,-0.17733,-0.1924,0.070819,0.27569,-0.098738,0.943714,0.222285,-0.224151,-0.09168,0.712211,0.331338,-0.063963,0.884204,-0.46262,-0.008634,-0.062465,0.415148,0.175067,-0.232474,0.907341,-0.331805,0.112223,-0.014463,0.191543,0.496549,-0.002809,0.982203,-0.036741,-0.184175,-0.233777,-0.006067,0.170204,-0.237292,0.954422,-0.149607,0.101927,0.049422,0.085873,0.437359
1509,12.575,-0.056352,0.994198,0.029038,-0.086896,-0.174307,0.698807,0.34863,-0.046804,0.982912,0.003672,-0.177988,-0.181657,0.76694,0.353269,-0.039151,0.974549,-0.08531,-0.203579,-0.200499,0.973768,0.358233,0.103507,0.983983,0.110554,-0.094032,-0.224155,1.183045,0.326207,0.018299,0.980103,0.197369,0.010412,-0.200307,1.29838,0.334935,0.044788,0.960673,-0.135304,-0.238316,-0.251903,1.155777,0.343565,-0.168427,0.940622,-0.227889,-0.186895,-0.321623,1.167671,0.378786,-0.266713,0.888584,-0.316912,-0.197103,-0.58777,1.097076,0.509318,0.078832,0.893043,-0.37999,-0.227743,-0.727453,1.034469,0.602003,-0.153421,0.98104,-0.053298,-0.105745,-0.190765,1.158557,0.316578,-0.084179,0.974266,-0.1729,-0.117583,-0.11724,1.181451,0.298893,-0.334785,0.718075,-0.060957,-0.607101,0.174739,1.219044,0.220206,-0.590071,0.552255,0.043303,-0.58733,0.180661,1.289809,0.057492,0.029645,0.945744,0.319303,-0.052308,-0.256273,0.688998,0.362829,-0.122817,0.98022,-0.154674,-0.012696,-0.286421,0.421365,0.160384,-0.004848,0.979801,-0.095588,-0.175583,-0.193259,0.071237,0.275869,-0.096233,0.9512,0.201948,-0.212542,-0.092342,0.708615,0.334432,-0.074995,0.873357,-0.480857,0.019989,-0.059583,0.405409,0.191206,-0.221605,0.902474,-0.350094,0.117755,-0.015588,0.196802,0.523399,-0.004409,0.982426,-0.037223,-0.182851,-0.234029,-0.00596,0.170374,-0.228483,0.952246,-0.171025,0.108502,0.0479,0.088213,0.469285
1510,12.583333,-0.053528,0.99446,0.025487,-0.0868,-0.175454,0.695559,0.352135,-0.043329,0.982635,0.004084,-0.180372,-0.182463,0.763761,0.356255,-0.038052,0.973994,-0.083824,-0.20703,-0.199875,0.971071,0.361181,0.10094,0.983795,0.112527,-0.096414,-0.22306,1.180491,0.329752,0.01671,0.980178,0.197165,0.009913,-0.199769,1.295935,0.33896,0.040937,0.959549,-0.133167,-0.244658,-0.250779,1.153278,0.347245,-0.17501,0.937599,-0.227472,-0.196304,-0.320066,1.164634,0.383482,-0.280654,0.880229,-0.317932,-0.212954,-0.582639,1.091844,0.519915,0.062749,0.885517,-0.390734,-0.243411,-0.717991,1.02719,0.619202,-0.156109,0.980506,-0.051609,-0.107583,-0.189818,1.155914,0.319843,-0.08072,0.976196,-0.166763,-0.112763,-0.116487,1.179225,0.301901,-0.327485,0.726771,-0.065491,-0.600224,0.176517,1.215788,0.22661,-0.586246,0.56047,0.039059,-0.583663,0.186942,1.284568,0.064001,0.029849,0.9439,0.325605,-0.046304,-0.257475,0.68627,0.366368,-0.122619,0.980209,-0.155025,-0.011037,-0.28662,0.421384,0.160197,-0.005681,0.980059,-0.095058,-0.174401,-0.193764,0.071025,0.276149,-0.095735,0.95754,0.181474,-0.202531,-0.093434,0.704847,0.337903,-0.087546,0.861941,-0.497292,0.045767,-0.056428,0.396287,0.207743,-0.214884,0.897568,-0.367434,0.114844,-0.015106,0.202408,0.54919,-0.00547,0.98259,-0.036694,-0.182043,-0.234168,-0.006093,0.170456,-0.222564,0.950897,-0.188621,0.103355,0.047045,0.091019,0.499386
1511,12.591667,-0.05083,0.99469,0.023047,-0.086471,-0.175882,0.692603,0.355733,-0.041344,0.982427,0.004262,-0.181963,-0.182554,0.760861,0.359486,-0.037518,0.973634,-0.082252,-0.209437,-0.199135,0.968247,0.364363,0.09855,0.98374,0.113778,-0.097967,-0.222039,1.177796,0.333591,0.015583,0.980332,0.196492,0.009854,-0.199239,1.293533,0.343139,0.038001,0.957867,-0.133417,-0.251489,-0.249728,1.150595,0.351148,-0.182023,0.934383,-0.227928,-0.204561,-0.318517,1.161649,0.388413,-0.294786,0.87093,-0.319805,-0.228708,-0.577546,1.08641,0.530187,0.051714,0.876647,-0.401841,-0.259498,-0.707927,1.019912,0.635804,-0.157434,0.980262,-0.052281,-0.10755,-0.188897,1.153177,0.323456,-0.079053,0.978991,-0.153532,-0.108417,-0.11563,1.176675,0.305496,-0.318033,0.735422,-0.073367,-0.593823,0.178122,1.213698,0.233412,-0.581043,0.569424,0.033761,-0.580521,0.192993,1.278914,0.07101,0.031948,0.942808,0.329127,-0.042034,-0.257959,0.6838,0.369946,-0.124131,0.980333,-0.15317,-0.008867,-0.287579,0.420555,0.161751,-0.003887,0.980449,-0.092941,-0.173397,-0.19393,0.070106,0.276578,-0.09493,0.963102,0.161843,-0.192949,-0.093805,0.701407,0.34152,-0.110043,0.849149,-0.509544,0.084866,-0.053239,0.388202,0.224142,-0.212846,0.89185,-0.384711,0.106293,-0.013883,0.20722,0.574746,-0.003944,0.982804,-0.035068,-0.181246,-0.23439,-0.006465,0.170509,-0.219661,0.949409,-0.203415,0.094836,0.046733,0.093291,0.528957
1512,12.6,-0.048157,0.99492,0.022126,-0.085593,-0.176324,0.68989,0.359255,-0.039367,0.982343,0.00523,-0.182823,-0.182645,0.75819,0.362846,-0.036957,0.973413,-0.081104,-0.211006,-0.198334,0.965531,0.36798,0.096548,0.983853,0.113474,-0.099171,-0.220952,1.175178,0.337666,0.014273,0.980294,0.196799,0.009449,-0.1986,1.291176,0.347184,0.031071,0.95634,-0.13569,-0.256975,-0.248636,1.147994,0.35526,-0.191934,0.929327,-0.2345,-0.211005,-0.31706,1.1582,0.393428,-0.301634,0.863943,-0.317975,-0.248016,-0.572198,1.079649,0.540367,0.037883,0.868217,-0.410905,-0.275538,-0.697567,1.013827,0.651883,-0.158934,0.980006,-0.052651,-0.107502,-0.187887,1.150517,0.327382,-0.076484,0.980703,-0.146215,-0.104849,-0.114694,1.174236,0.309411,-0.308911,0.74453,-0.073779,-0.587202,0.179765,1.210607,0.239929,-0.574965,0.580933,0.02801,-0.575454,0.19926,1.274322,0.078114,0.033331,0.942083,0.331433,-0.038992,-0.258471,0.681547,0.373343,-0.12543,0.980553,-0.150776,-0.007118,-0.288338,0.419389,0.163816,0.000992,0.981015,-0.090127,-0.171717,-0.194054,0.068507,0.277073,-0.095234,0.969952,0.126834,-0.18449,-0.094177,0.698234,0.345168,-0.023823,0.842565,-0.535743,-0.049965,-0.047699,0.378258,0.250429,-0.203424,0.887445,-0.401471,0.099405,-0.012687,0.212504,0.598671,0.000495,0.983159,-0.031882,-0.179946,-0.234828,-0.007229,0.170526,-0.209776,0.949098,-0.217423,0.089072,0.045315,0.095667,0.557011
1513,12.608333,-0.045503,0.995173,0.021776,-0.084182,-0.176666,0.687283,0.363004,-0.03727,0.982377,0.006674,-0.183033,-0.182635,0.755619,0.366507,-0.037159,0.973269,-0.08058,-0.211835,-0.197361,0.963074,0.372076,0.097874,0.983701,0.11314,-0.09976,-0.220042,1.17275,0.342016,0.011339,0.980325,0.196864,0.008878,-0.197335,1.288993,0.351433,0.034073,0.955038,-0.133954,-0.262293,-0.247694,1.145547,0.35963,-0.198823,0.926451,-0.232081,-0.219762,-0.31565,1.156241,0.398494,-0.317353,0.85187,-0.324264,-0.261642,-0.566849,1.075064,0.550698,0.025314,0.858034,-0.425207,-0.286942,-0.686332,1.007782,0.668008,-0.157934,0.980095,-0.053936,-0.107523,-0.186994,1.148102,0.331649,-0.074875,0.98179,-0.142492,-0.100885,-0.113751,1.171646,0.31365,-0.30475,0.753124,-0.08553,-0.576728,0.181353,1.207686,0.246784,-0.573282,0.588651,0.01959,-0.569608,0.205872,1.268877,0.085215,0.033486,0.941494,0.333211,-0.037927,-0.258895,0.67939,0.376872,-0.125783,0.980859,-0.148188,-0.011602,-0.288656,0.418035,0.166329,0.005328,0.981426,-0.086274,-0.171264,-0.193707,0.066782,0.277269,-0.095867,0.973477,0.104655,-0.179444,-0.094438,0.695176,0.349135,-0.021836,0.835622,-0.547088,-0.044198,-0.044205,0.371822,0.268891,-0.190815,0.884508,-0.414858,0.095547,-0.011995,0.217284,0.621664,0.004421,0.98327,-0.028559,-0.179848,-0.23502,-0.007898,0.170185,-0.197284,0.948887,-0.230886,0.085935,0.043196,0.097917,0.583505
1514,12.616667,-0.043262,0.99544,0.021999,-0.082118,-0.176864,0.684813,0.366905,-0.035298,0.982548,0.008431,-0.182436,-0.182531,0.753175,0.370401,-0.036817,0.973308,-0.080406,-0.21178,-0.196337,0.960914,0.376537,0.09394,0.984337,0.110969,-0.099709,-0.21886,1.170612,0.346516,0.011652,0.980154,0.19767,0.009441,-0.197141,1.286976,0.355517,0.032312,0.954217,-0.133961,-0.26548,-0.246535,1.143426,0.36412,-0.20605,0.922546,-0.232828,-0.22857,-0.314244,1.153918,0.403467,-0.332955,0.839262,-0.331577,-0.273562,-0.561253,1.070501,0.561217,0.011065,0.846717,-0.441275,-0.297025,-0.674751,1.002022,0.683727,-0.157657,0.98019,-0.053962,-0.107055,-0.185828,1.145942,0.336149,-0.073171,0.982881,-0.13814,-0.097512,-0.112556,1.169449,0.318223,-0.296574,0.761221,-0.093117,-0.569136,0.18311,1.20507,0.253652,-0.567874,0.599761,0.011573,-0.563624,0.212139,1.263373,0.092512,0.031983,0.940399,0.336258,-0.039471,-0.259183,0.677296,0.380439,-0.127109,0.981227,-0.144944,-0.005357,-0.288395,0.41725,0.168206,0.008158,0.981605,-0.082883,-0.171803,-0.193197,0.06551,0.27727,-0.095958,0.976277,0.084713,-0.174639,-0.094544,0.69233,0.35337,-0.022505,0.828261,-0.558629,-0.037561,-0.041386,0.366443,0.286348,-0.177815,0.882006,-0.426342,0.093166,-0.011776,0.221474,0.643627,0.007101,0.983224,-0.026262,-0.180362,-0.235066,-0.008273,0.169782,-0.184686,0.948581,-0.243226,0.083228,0.040676,0.099933,0.608592
1515,12.625,-0.039927,0.995799,0.019614,-0.080039,-0.176999,0.68265,0.371956,-0.033508,0.982812,0.009123,-0.181312,-0.182245,0.751064,0.375078,-0.036355,0.973474,-0.080532,-0.211048,-0.195288,0.959075,0.381354,0.092159,0.984758,0.109411,-0.098929,-0.217608,1.16878,0.351221,0.010312,0.980191,0.197517,0.010342,-0.196322,1.285335,0.359922,0.030017,0.952961,-0.136097,-0.269152,-0.245331,1.141621,0.368792,-0.213488,0.918589,-0.233872,-0.236478,-0.312752,1.151929,0.408678,-0.348237,0.825893,-0.339169,-0.28565,-0.555618,1.066118,0.571494,-0.003147,0.836295,-0.456255,-0.304026,-0.663061,0.996785,0.699275,-0.157448,0.980356,-0.054508,-0.105556,-0.184578,1.144081,0.340916,-0.071458,0.983387,-0.137695,-0.094258,-0.111245,1.167564,0.323207,-0.289608,0.768713,-0.10206,-0.561063,0.184952,1.202481,0.26072,-0.562723,0.609706,0.001446,-0.558211,0.218404,1.257998,0.099996,0.029536,0.939132,0.339745,-0.041608,-0.259422,0.675727,0.385177,-0.125473,0.981808,-0.141952,-0.012587,-0.287639,0.417167,0.171001,0.009638,0.981776,-0.081014,-0.171641,-0.192981,0.064893,0.277285,-0.097324,0.978478,0.065603,-0.169723,-0.094577,0.689574,0.358735,-0.021036,0.822511,-0.567471,-0.03178,-0.037909,0.361929,0.304349,-0.16512,0.879864,-0.436475,0.089806,-0.011719,0.225019,0.664746,0.008188,0.983171,-0.02542,-0.180726,-0.235039,-0.008399,0.169535,-0.173751,0.945776,-0.268373,0.057394,0.037799,0.101509,0.632434
1516,12.633333,-0.037843,0.996161,0.019213,-0.076558,-0.176998,0.680532,0.376853,-0.033185,0.983171,0.010516,-0.179338,-0.181975,0.74897,0.37988,-0.032428,0.973918,-0.080626,-0.209598,-0.194826,0.957515,0.386694,0.087275,0.985484,0.107768,-0.097934,-0.215482,1.167328,0.356134,0.008881,0.980383,0.196578,0.01132,-0.195385,1.284031,0.364584,0.02175,0.952343,-0.138982,-0.270656,-0.243469,1.140405,0.373648,-0.219855,0.913922,-0.237949,-0.244523,-0.31083,1.149622,0.413902,-0.364447,0.813396,-0.344194,-0.295121,-0.549656,1.062626,0.581981,-0.017094,0.826758,-0.468994,-0.3102,-0.651277,0.991582,0.714397,-0.159239,0.980632,-0.059703,-0.097159,-0.182599,1.142369,0.34599,-0.070517,0.98346,-0.138525,-0.092975,-0.109086,1.166128,0.329432,-0.282316,0.775006,-0.113059,-0.553968,0.187339,1.200544,0.267753,-0.558942,0.619356,-0.009796,-0.551259,0.224667,1.252572,0.107519,0.027533,0.937607,0.343877,-0.043407,-0.259539,0.67397,0.389507,-0.124475,0.982262,-0.139503,-0.014353,-0.286994,0.417238,0.173047,0.009505,0.981892,-0.080089,-0.171415,-0.192999,0.064678,0.277381,-0.098397,0.980625,0.047083,-0.162715,-0.094457,0.687094,0.364199,-0.020177,0.817789,-0.574631,-0.02477,-0.034599,0.358184,0.322297,-0.149578,0.879453,-0.443403,0.087078,-0.012152,0.228145,0.685009,0.007884,0.983177,-0.025455,-0.180702,-0.235006,-0.008411,0.169473,-0.156598,0.948692,-0.263492,0.077672,0.033878,0.102827,0.654556
1517,12.641667,-0.035759,0.996568,0.01778,-0.072506,-0.176902,0.678899,0.382411,-0.031298,0.983704,0.011986,-0.176644,-0.18162,0.747365,0.385201,-0.032548,0.974318,-0.081493,-0.207375,-0.193644,0.9566,0.392469,0.08753,0.985859,0.105872,-0.095981,-0.214355,1.16635,0.361515,0.007077,0.980769,0.194645,0.012475,-0.194227,1.283097,0.369546,0.020162,0.95109,-0.140606,-0.274321,-0.242396,1.139425,0.37894,-0.22813,0.909239,-0.240356,-0.251933,-0.309452,1.148551,0.419721,-0.380526,0.799955,-0.351178,-0.303227,-0.543776,1.05904,0.592743,-0.031453,0.817071,-0.481742,-0.315168,-0.639318,0.986843,0.729113,-0.157879,0.980436,-0.052536,-0.105168,-0.181403,1.141407,0.351556,-0.06877,0.98325,-0.143679,-0.088575,-0.108078,1.164994,0.333952,-0.275217,0.781642,-0.127,-0.545125,0.188982,1.198448,0.274852,-0.556237,0.627451,-0.021771,-0.544455,0.23097,1.24677,0.114787,0.027284,0.936437,0.347169,-0.042594,-0.259569,0.672713,0.39441,-0.123715,0.982811,-0.1359,-0.017555,-0.286751,0.417504,0.17612,0.008861,0.982114,-0.078004,-0.17114,-0.193071,0.064238,0.277584,-0.100139,0.982253,0.029815,-0.155767,-0.094234,0.685085,0.370413,-0.019652,0.81421,-0.579952,-0.01822,-0.031082,0.355513,0.340167,-0.134794,0.879027,-0.450056,0.081191,-0.01177,0.23085,0.704632,0.007011,0.983202,-0.025136,-0.180645,-0.234975,-0.008407,0.169337,-0.141538,0.949584,-0.271289,0.068267,0.030332,0.103776,0.675814
