Frame,Time (Seconds),X,Y,Z,W,X.1,Y.1,Z.1,X.2,Y.2,Z.2,W.1,X.3,Y.3,Z.3,X.4,Y.4,Z.4,W.2,X.5,Y.5,Z.5,X.6,Y.6,Z.6,W.3,X.7,Y.7,Z.7,X.8,Y.8,Z.8,W.4,X.9,Y.9,Z.9,X.10,Y.10,Z.10,W.5,X.11,Y.11,Z.11,X.12,Y.12,Z.12,W.6,X.13,Y.13,Z.13,X.14,Y.14,Z.14,W.7,X.15,Y.15,Z.15,X.16,Y.16,Z.16,W.8,X.17,Y.17,Z.17,X.18,Y.18,Z.18,W.9,X.19,Y.19,Z.19,X.20,Y.20,Z.20,W.10,X.21,Y.21,Z.21,X.22,Y.22,Z.22,W.11,X.23,Y.23,Z.23,X.24,Y.24,Z.24,W.12,X.25,Y.25,Z.25,X.26,Y.26,Z.26,W.13,X.27,Y.27,Z.27,X.28,Y.28,Z.28,W.14,X.29,Y.29,Z.29,X.30,Y.30,Z.30,W.15,X.31,Y.31,Z.31,X.32,Y.32,Z.32,W.16,X.33,Y.33,Z.33,X.34,Y.34,Z.34,W.17,X.35,Y.35,Z.35,X.36,Y.36,Z.36,W.18,X.37,Y.37,Z.37,X.38,Y.38,Z.38,W.19,X.39,Y.39,Z.39,X.40,Y.40,Z.40,W.20,X.41,Y.41,Z.41
10,0.083333,-0.016739,0.976441,-0.084843,0.1977,-0.05819,0.504408,0.586486,0.010302,0.984631,-0.100249,0.142637,-0.058131,0.572066,0.574651,0.005959,0.974604,-0.188839,0.120213,-0.048699,0.761085,0.537129,-0.092668,0.990054,0.074827,-0.074876,-0.036553,0.958908,0.45902,0.037754,0.96601,0.067509,-0.246663,-0.059321,1.07545,0.463252,0.10407,0.977615,-0.108916,0.146885,-0.070554,0.933292,0.46063,0.106387,0.883313,-0.212521,0.404073,-0.144445,0.946841,0.436147,0.298408,0.781027,-0.154634,0.526343,-0.342763,0.951777,0.204842,-0.491385,-0.538548,-0.085353,-0.679133,-0.389782,1.007058,0.040007,-0.069393,0.966619,-0.216418,0.118303,-0.005605,0.935552,0.476454,0.329115,0.702038,-0.520539,-0.357582,0.070434,0.950197,0.492151,0.136963,0.382456,-0.172672,-0.897303,0.231218,0.695944,0.443566,-0.000472,0.476337,0.012576,-0.879173,0.116225,0.625268,0.33475,0.381216,0.774666,0.490985,0.116194,-0.135358,0.49886,0.554384,0.048952,0.998061,-0.038386,0.001846,-0.295914,0.422305,0.268235,-0.020974,0.987839,-0.021998,-0.152478,-0.328626,0.051156,0.300173,-0.440236,0.84717,0.159696,0.250982,0.018978,0.509956,0.618588,0.045065,0.762277,-0.410104,0.498716,0.297305,0.320812,0.601877,-0.012194,0.804661,-0.161082,0.571335,0.11105,0.076463,0.819324,-0.002815,0.992439,0.00444,-0.12263,-0.363739,-0.009453,0.182511,-0.118763,0.856616,-0.05569,0.499002,0.218115,-0.005962,0.797099
11,0.091667,-0.016782,0.976442,-0.084876,0.197675,-0.058192,0.504455,0.586389,0.008727,0.984621,-0.101439,0.141967,-0.058139,0.572112,0.574549,0.00973,0.97505,-0.186402,0.120151,-0.04928,0.760754,0.536545,-0.095514,0.989898,0.072281,-0.075864,-0.035695,0.958941,0.459606,0.037694,0.96588,0.067601,-0.247154,-0.059209,1.075501,0.46331,0.102037,0.977715,-0.108872,0.147681,-0.069872,0.933547,0.461025,0.106558,0.883448,-0.21278,0.403595,-0.143791,0.946771,0.436453,0.297727,0.7816,-0.154482,0.525923,-0.342323,0.951806,0.205332,-0.491089,-0.539114,-0.085813,-0.67884,-0.389832,1.007145,0.040146,-0.072247,0.966044,-0.2172,0.119852,-0.004928,0.935274,0.47694,0.328863,0.702187,-0.519329,-0.359277,0.070989,0.950417,0.492756,0.13683,0.381937,-0.172332,-0.89761,0.231133,0.695968,0.443091,-0.000352,0.475948,0.012579,-0.879383,0.11601,0.625484,0.334443,0.380953,0.774913,0.490788,0.116237,-0.135362,0.498899,0.554292,0.048718,0.998067,-0.038537,0.001981,-0.295846,0.422079,0.268174,-0.021012,0.987788,-0.019501,-0.153147,-0.32841,0.050447,0.300174,-0.440171,0.847217,0.159833,0.250849,0.018977,0.510011,0.618486,0.045063,0.762652,-0.409607,0.498551,0.29729,0.320858,0.601642,-0.013104,0.80343,-0.161523,0.572922,0.111314,0.076085,0.818838,-0.002635,0.99239,0.005433,-0.122988,-0.363735,-0.009559,0.182266,-0.122022,0.856533,-0.054529,0.498485,0.218584,-0.006225,0.797182
12,0.1,-0.01679,0.976475,-0.084814,0.197537,-0.058184,0.504485,0.586273,0.010521,0.984707,-0.100064,0.142224,-0.058135,0.572144,0.57444,0.006231,0.974729,-0.188505,0.11971,-0.048648,0.761138,0.537003,-0.09224,0.990013,0.075174,-0.075593,-0.036445,0.959013,0.459036,0.037701,0.965722,0.067575,-0.247777,-0.05912,1.075594,0.463361,0.104432,0.977665,-0.108876,0.146326,-0.070462,0.933417,0.460656,0.106004,0.883521,-0.212376,0.403795,-0.144366,0.947034,0.436253,0.297841,0.781219,-0.153324,0.526763,-0.342871,0.951849,0.205105,-0.490759,-0.539724,-0.08638,-0.678523,-0.389857,1.007218,0.040271,-0.069304,0.966529,-0.216675,0.118621,-0.005496,0.935624,0.476423,0.327671,0.700384,-0.52258,-0.359171,0.070532,0.95027,0.492168,0.138519,0.383195,-0.169355,-0.897381,0.2312,0.696014,0.443215,0.003002,0.474397,0.01164,-0.880229,0.116016,0.626105,0.333971,0.382105,0.774719,0.489828,0.117792,-0.135363,0.498932,0.554197,0.048574,0.998073,-0.038561,0.002179,-0.295961,0.42207,0.268154,-0.020979,0.987791,-0.01958,-0.15312,-0.328416,0.050466,0.300165,-0.439941,0.847522,0.158846,0.250852,0.018994,0.510039,0.618348,0.045354,0.763546,-0.408959,0.497687,0.297099,0.320537,0.601997,-0.013011,0.803369,-0.161509,0.573013,0.111314,0.076093,0.818817,-0.002609,0.992393,0.005349,-0.122964,-0.363737,-0.009557,0.182265,-0.121978,0.856538,-0.054565,0.498485,0.218581,-0.006226,0.797178
13,0.108333,-0.016717,0.976522,-0.08486,0.197292,-0.05821,0.504539,0.586227,0.010628,0.984744,-0.100019,0.141994,-0.058152,0.572196,0.57439,0.006393,0.974772,-0.188421,0.119485,-0.048637,0.76117,0.536978,-0.092063,0.989985,0.075358,-0.076001,-0.036389,0.959057,0.45905,0.037619,0.965543,0.067687,-0.248456,-0.05903,1.075675,0.463427,0.104574,0.977679,-0.108983,0.146051,-0.070415,0.933475,0.460678,0.105864,0.883551,-0.212591,0.403652,-0.144327,0.947115,0.436313,0.297578,0.781299,-0.152503,0.527032,-0.342921,0.951823,0.205238,-0.490384,-0.540296,-0.087053,-0.678252,-0.389871,1.007277,0.040385,-0.069378,0.966881,-0.215821,0.117255,-0.005442,0.935653,0.47642,0.327761,0.70185,-0.520694,-0.358968,0.070636,0.950252,0.491969,0.136451,0.380564,-0.171311,-0.898446,0.231356,0.696142,0.442434,0.000519,0.474815,0.012814,-0.879992,0.115621,0.62589,0.333837,0.380857,0.774979,0.490727,0.116373,-0.135405,0.498999,0.554189,0.048801,0.998057,-0.038687,0.001964,-0.295816,0.422089,0.268053,-0.020785,0.987816,-0.019657,-0.152976,-0.328444,0.050514,0.300176,-0.439856,0.847592,0.158765,0.250814,0.018985,0.510078,0.618264,0.045258,0.763561,-0.40902,0.497624,0.297045,0.320509,0.601926,-0.013019,0.80334,-0.161619,0.573023,0.111311,0.076096,0.818822,-0.002513,0.992395,0.005127,-0.122964,-0.363751,-0.009521,0.182278,-0.122026,0.856545,-0.054632,0.498453,0.21857,-0.006238,0.797204
14,0.116667,-0.016692,0.976573,-0.084698,0.197113,-0.058189,0.504538,0.586085,0.010646,0.984803,-0.099763,0.141764,-0.058134,0.572199,0.574271,0.006573,0.974808,-0.188376,0.119254,-0.048634,0.761207,0.536951,-0.091878,0.989963,0.075452,-0.076414,-0.036333,0.9591,0.459047,0.037604,0.965363,0.067815,-0.249123,-0.058935,1.075736,0.463454,0.104735,0.977692,-0.109085,0.145771,-0.070369,0.933532,0.460685,0.105648,0.88362,-0.212666,0.403518,-0.144289,0.9472,0.436358,0.297305,0.781375,-0.151734,0.527295,-0.342975,0.951794,0.205362,-0.489484,-0.541166,-0.08759,-0.678139,-0.389888,1.007309,0.040509,-0.06931,0.966963,-0.215612,0.117009,-0.005389,0.93568,0.476402,0.327879,0.702347,-0.519874,-0.359076,0.0707,0.950257,0.491919,0.136274,0.380182,-0.170858,-0.898721,0.231325,0.696142,0.442103,0.000493,0.474569,0.013358,-0.880117,0.115443,0.626069,0.333576,0.381949,0.774791,0.489839,0.117778,-0.135396,0.49901,0.554075,0.048608,0.998065,-0.038718,0.002162,-0.295934,0.422074,0.268017,-0.020925,0.987786,-0.019777,-0.153135,-0.328412,0.05051,0.300149,-0.439867,0.847677,0.158531,0.250657,0.019018,0.510065,0.618096,0.045249,0.763573,-0.409133,0.497513,0.297053,0.320452,0.601838,-0.013031,0.803313,-0.161613,0.573061,0.111316,0.0761,0.818807,-0.002591,0.992385,0.005238,-0.123037,-0.363738,-0.00956,0.182274,-0.122025,0.856539,-0.054698,0.498456,0.21858,-0.00623,0.7972
15,0.125,-0.016682,0.976571,-0.084896,0.197036,-0.058216,0.504563,0.586018,0.010748,0.984845,-0.099606,0.141577,-0.058156,0.57222,0.574177,0.006759,0.974848,-0.188305,0.119027,-0.048632,0.761231,0.536922,-0.09171,0.989946,0.075423,-0.076864,-0.036276,0.959135,0.459053,0.037574,0.965161,0.068007,-0.249854,-0.058848,1.0758,0.463463,0.105314,0.977599,-0.111278,0.144314,-0.070322,0.93358,0.460699,0.105464,0.883621,-0.212475,0.403666,-0.14429,0.947312,0.436553,0.296986,0.78153,-0.151329,0.527361,-0.342928,0.951834,0.205513,-0.489156,-0.541581,-0.088253,-0.677959,-0.389907,1.007369,0.040616,-0.069308,0.966951,-0.216115,0.116177,-0.005336,0.935697,0.476391,0.32882,0.704413,-0.516955,-0.358382,0.070784,0.950255,0.491776,0.136694,0.379301,-0.170615,-0.899075,0.231337,0.696181,0.441519,0.000471,0.474452,0.014104,-0.880168,0.115251,0.626229,0.333341,0.380771,0.775,0.490792,0.116239,-0.135428,0.499032,0.55402,0.048753,0.998052,-0.03889,0.001862,-0.295838,0.42212,0.267884,-0.020763,0.987799,-0.01981,-0.153069,-0.32843,0.050543,0.300159,-0.439802,0.847739,0.158469,0.250599,0.018996,0.510095,0.618016,0.045136,0.763588,-0.409199,0.497446,0.296995,0.32043,0.601758,-0.013156,0.803343,-0.161707,0.57299,0.111318,0.076112,0.818821,-0.002511,0.992392,0.004238,-0.123023,-0.363758,-0.009529,0.182286,-0.122116,0.856537,-0.054751,0.498431,0.218584,-0.006217,0.797216
16,0.133333,-0.016603,0.976628,-0.084747,0.196826,-0.058221,0.504546,0.58589,0.010846,0.984902,-0.099369,0.141339,-0.058157,0.572207,0.574071,0.006916,0.974887,-0.188251,0.118779,-0.048617,0.761258,0.536904,-0.091522,0.989921,0.07548,-0.077353,-0.036217,0.95917,0.459062,0.037549,0.964948,0.068104,-0.250652,-0.05875,1.075843,0.463494,0.105484,0.977596,-0.11141,0.144108,-0.070273,0.933628,0.460718,0.105354,0.883674,-0.212532,0.403547,-0.144244,0.947387,0.436598,0.296785,0.781606,-0.150856,0.527498,-0.342955,0.951855,0.20562,-0.488911,-0.542013,-0.088604,-0.677745,-0.389926,1.007425,0.040724,-0.069102,0.966748,-0.216666,0.116956,-0.005279,0.935717,0.476382,0.327754,0.70256,-0.519279,-0.359634,0.070816,0.950278,0.491884,0.136389,0.379732,-0.169722,-0.899109,0.231248,0.696128,0.441623,0.001108,0.474372,0.015782,-0.880182,0.115108,0.626375,0.333126,0.380665,0.775026,0.490868,0.116089,-0.135447,0.499035,0.553923,0.048713,0.99805,-0.038979,0.001799,-0.295853,0.42212,0.267786,-0.020948,0.987773,-0.01987,-0.153203,-0.32841,0.050532,0.30013,-0.439828,0.847799,0.158286,0.250467,0.019006,0.510057,0.617857,0.045076,0.763563,-0.40933,0.497382,0.296992,0.320369,0.601663,-0.013036,0.803303,-0.161832,0.573013,0.111324,0.07614,0.818805,-0.002426,0.992484,0.00032,-0.122347,-0.363748,-0.009562,0.182271,-0.122074,0.856538,-0.054761,0.498439,0.218565,-0.006225,0.797221
17,0.141667,-0.016558,0.97664,-0.084773,0.196756,-0.058264,0.504562,0.585821,0.009252,0.984894,-0.100584,0.140646,-0.058194,0.572223,0.574001,0.010873,0.975319,-0.185847,0.118724,-0.049235,0.760892,0.536342,-0.09458,0.989746,0.072677,-0.078586,-0.035316,0.959157,0.459664,0.037535,0.964715,0.068226,-0.25152,-0.058653,1.075841,0.46352,0.103423,0.977673,-0.111456,0.145043,-0.069555,0.933851,0.461128,0.105696,0.883735,-0.213025,0.403064,-0.143552,0.947275,0.436898,0.296257,0.782165,-0.151144,0.526883,-0.342456,0.951873,0.20609,-0.488714,-0.542305,-0.088731,-0.677637,-0.389969,1.007478,0.040823,-0.07204,0.966662,-0.216234,0.116697,-0.004569,0.935384,0.476889,0.328,0.702702,-0.518098,-0.360833,0.07147,0.950376,0.492253,0.136447,0.379293,-0.16878,-0.899462,0.231277,0.695972,0.44129,0.001418,0.474287,0.01647,-0.880215,0.114939,0.626547,0.332891,0.380668,0.775029,0.490858,0.116106,-0.135496,0.499059,0.553865,0.048663,0.99805,-0.039053,0.00174,-0.295898,0.422138,0.267728,-0.021006,0.98777,-0.019993,-0.153199,-0.328419,0.050558,0.300129,-0.439786,0.847899,0.158208,0.250252,0.018967,0.510066,0.617778,0.045014,0.763649,-0.409404,0.497194,0.296923,0.320336,0.601547,-0.012946,0.803268,-0.161745,0.573089,0.111319,0.076146,0.818781,-0.002665,0.99238,0.005023,-0.12308,-0.363747,-0.009567,0.182283,-0.122009,0.856512,-0.05469,0.498508,0.218563,-0.006217,0.797197
18,0.15,-0.016538,0.976686,-0.084478,0.196657,-0.058246,0.504503,0.585611,0.0093,0.984967,-0.100142,0.140446,-0.058182,0.572171,0.57383,0.011068,0.975353,-0.185803,0.118495,-0.049235,0.760897,0.536334,-0.094489,0.989712,0.072643,-0.079158,-0.035255,0.959167,0.45968,0.037583,0.964463,0.068317,-0.25245,-0.058582,1.075873,0.463541,0.103622,0.97765,-0.111603,0.144939,-0.069506,0.933877,0.461153,0.105717,0.883749,-0.213231,0.402919,-0.1435,0.947329,0.436934,0.29615,0.782236,-0.150889,0.526911,-0.342473,0.951908,0.206184,-0.488532,-0.542626,-0.088566,-0.677532,-0.39,1.007536,0.040919,-0.071969,0.966838,-0.215283,0.117042,-0.004512,0.935378,0.476889,0.32861,0.704561,-0.515456,-0.360437,0.071516,0.950355,0.492323,0.137112,0.378639,-0.168536,-0.899682,0.231252,0.696023,0.440784,0.001754,0.474325,0.01723,-0.880179,0.114765,0.626675,0.332683,0.382003,0.77458,0.490257,0.117254,-0.135484,0.499014,0.553668,0.048662,0.998045,-0.039176,0.001854,-0.296136,0.422382,0.267593,-0.020732,0.987816,-0.022659,-0.152564,-0.328632,0.051316,0.300122,-0.44077,0.847693,0.157698,0.24954,0.018992,0.509992,0.617554,0.043883,0.762682,-0.411287,0.497226,0.297288,0.320738,0.601591,-0.006134,0.805696,-0.169336,0.567576,0.111992,0.078919,0.819741,-0.002639,0.992422,0.003813,-0.122788,-0.363778,-0.009446,0.182549,-0.113781,0.857682,-0.057394,0.498138,0.217238,-0.00581,0.797488
19,0.158333,-0.016373,0.976741,-0.084604,0.196345,-0.058324,0.504512,0.585619,0.00949,0.984997,-0.100225,0.140165,-0.058239,0.572177,0.573826,0.011369,0.975403,-0.185691,0.118228,-0.049225,0.760906,0.536303,-0.094561,0.98966,0.072503,-0.079846,-0.035146,0.959191,0.459706,0.037564,0.964185,0.068373,-0.253498,-0.058499,1.075888,0.463554,0.103679,0.977649,-0.111646,0.144872,-0.069413,0.933922,0.461186,0.105821,0.883693,-0.21378,0.402724,-0.143409,0.947384,0.436975,0.296333,0.782281,-0.151033,0.526699,-0.342464,0.951905,0.206295,-0.488533,-0.54274,-0.08828,-0.677478,-0.390055,1.00759,0.041005,-0.071901,0.96688,-0.21515,0.116979,-0.004412,0.935375,0.476895,0.328628,0.704597,-0.515172,-0.360756,0.07162,0.950338,0.492324,0.137162,0.378553,-0.167797,-0.899849,0.231209,0.695954,0.44059,0.002077,0.474225,0.017699,-0.880223,0.114608,0.626823,0.332459,0.380688,0.774999,0.490907,0.11603,-0.135583,0.49905,0.553723,0.048545,0.998049,-0.039226,0.001713,-0.29601,0.422172,0.267588,-0.020993,0.987769,-0.020201,-0.153176,-0.328442,0.050613,0.300122,-0.439946,0.847789,0.158819,0.249957,0.018936,0.509974,0.617515,0.044473,0.762716,-0.410375,0.497875,0.297022,0.32047,0.600886,-0.012977,0.803187,-0.161843,0.573174,0.111309,0.076156,0.81874,-0.002661,0.992384,0.004859,-0.123061,-0.363761,-0.009563,0.182299,-0.122067,0.856516,-0.054876,0.498467,0.218555,-0.006215,0.797199
20,0.166667,-0.016339,0.976784,-0.084541,0.196161,-0.058351,0.504504,0.58554,0.009606,0.985041,-0.100076,0.139954,-0.058265,0.57217,0.573755,0.011566,0.97544,-0.185628,0.118006,-0.049224,0.760897,0.536296,-0.094501,0.989603,0.072501,-0.080613,-0.035085,0.95919,0.459731,0.037688,0.963846,0.068254,-0.254799,-0.058434,1.075894,0.463597,0.103912,0.977624,-0.111723,0.144815,-0.069362,0.933937,0.461218,0.105931,0.883689,-0.213994,0.402592,-0.143353,0.947433,0.437012,0.296396,0.782337,-0.151274,0.526512,-0.342459,0.951978,0.206376,-0.488512,-0.542897,-0.087854,-0.677422,-0.390109,1.00765,0.041099,-0.07185,0.966929,-0.215041,0.116808,-0.004355,0.935358,0.476904,0.328661,0.704739,-0.514817,-0.360955,0.071684,0.950305,0.492311,0.137294,0.378356,-0.167202,-0.900023,0.231173,0.695894,0.440398,0.00178,0.474397,0.018381,-0.880117,0.114443,0.626921,0.332277,0.380748,0.77498,0.490893,0.116024,-0.135623,0.499052,0.553672,0.048467,0.998052,-0.039257,0.00156,-0.296079,0.422195,0.267547,-0.021062,0.987769,-0.020265,-0.153158,-0.32845,0.050641,0.300114,-0.439679,0.848094,0.157968,0.24993,0.018921,0.509955,0.617407,0.044652,0.763571,-0.409815,0.497008,0.296799,0.320111,0.601179,-0.013113,0.803184,-0.162074,0.57311,0.111311,0.076174,0.81875,-0.002618,0.992475,4.2e-05,-0.122423,-0.363755,-0.009553,0.182296,-0.122256,0.856522,-0.054943,0.498403,0.218549,-0.006216,0.797237
21,0.175,-0.016282,0.976793,-0.084525,0.196127,-0.058399,0.504507,0.585489,0.009753,0.98507,-0.10005,0.139758,-0.058306,0.572175,0.573709,0.011876,0.975513,-0.185379,0.117767,-0.049219,0.760881,0.53627,-0.09455,0.98957,0.071996,-0.081407,-0.034982,0.95921,0.459817,0.037642,0.963505,0.068361,-0.256062,-0.058357,1.075898,0.463584,0.103942,0.977593,-0.111788,0.144955,-0.069274,0.933978,0.461302,0.106042,0.883671,-0.214267,0.402457,-0.143258,0.947474,0.437073,0.296445,0.782436,-0.151607,0.526241,-0.342415,0.952029,0.206482,-0.488502,-0.542966,-0.087433,-0.677428,-0.390176,1.007691,0.041184,-0.071848,0.966972,-0.214908,0.116694,-0.004261,0.935349,0.476965,0.328829,0.702998,-0.516474,-0.361828,0.071783,0.95029,0.492356,0.136183,0.379838,-0.165838,-0.899819,0.230819,0.695516,0.440838,0.002012,0.474232,0.018686,-0.880199,0.114298,0.627021,0.332073,0.380841,0.774975,0.490831,0.116014,-0.135673,0.499065,0.553626,0.04833,0.998058,-0.039279,0.001551,-0.296184,0.422215,0.267531,-0.021125,0.987762,-0.020313,-0.153192,-0.328453,0.050659,0.300117,-0.439824,0.847987,0.158727,0.249556,0.018876,0.509949,0.617353,0.044261,0.762809,-0.41063,0.497541,0.296893,0.320352,0.600616,-0.013148,0.803165,-0.162166,0.573111,0.111306,0.076181,0.818739,-0.002851,0.992381,0.003982,-0.123109,-0.363759,-0.009548,0.182306,-0.122293,0.856507,-0.055006,0.498413,0.21854,-0.006218,0.797244
22,0.183333,-0.016335,0.976862,-0.084206,0.195918,-0.058367,0.504433,0.585283,0.009767,0.985154,-0.099566,0.139512,-0.058293,0.572108,0.573543,0.01214,0.975525,-0.185452,0.117523,-0.049235,0.760866,0.536282,-0.09259,0.989952,0.068863,-0.081733,-0.034903,0.959181,0.459809,0.034839,0.963224,0.070036,-0.25706,-0.057789,1.075497,0.462796,0.104215,0.97759,-0.111809,0.144763,-0.069211,0.933969,0.461309,0.106146,0.883638,-0.214608,0.402318,-0.143195,0.947511,0.437105,0.296468,0.782528,-0.151774,0.526043,-0.342407,0.952054,0.206561,-0.488413,-0.543108,-0.087034,-0.67743,-0.390245,1.007715,0.041264,-0.071674,0.966725,-0.215576,0.117613,-0.004191,0.935301,0.476947,0.328687,0.702515,-0.516732,-0.362527,0.071823,0.950257,0.492473,0.135819,0.380182,-0.165285,-0.899831,0.230607,0.695363,0.440768,0.002222,0.474062,0.018702,-0.88029,0.114149,0.627117,0.331891,0.380921,0.774942,0.49091,0.115635,-0.135655,0.498996,0.553451,0.04815,0.998061,-0.03942,0.001455,-0.296319,0.422239,0.267417,-0.02117,0.98775,-0.020366,-0.153256,-0.328454,0.050663,0.300106,-0.439605,0.848251,0.157754,0.249662,0.018921,0.50987,0.617114,0.044426,0.763503,-0.410156,0.496852,0.296739,0.319937,0.600899,-0.013096,0.803145,-0.162175,0.573136,0.111303,0.076204,0.818728,-0.002861,0.992381,0.003955,-0.123113,-0.363768,-0.009559,0.182306,-0.122192,0.856488,-0.055094,0.49846,0.218531,-0.006204,0.797238
23,0.191667,-0.016261,0.976915,-0.084228,0.195651,-0.058414,0.50444,0.585287,0.009881,0.985151,-0.099694,0.139427,-0.058333,0.572114,0.573546,0.012375,0.975563,-0.185241,0.117511,-0.049228,0.760867,0.536241,-0.092353,0.989929,0.068526,-0.082561,-0.03481,0.959213,0.459865,0.034593,0.962772,0.070064,-0.258777,-0.057642,1.075468,0.462787,0.104234,0.977584,-0.111845,0.144759,-0.069128,0.934015,0.461351,0.106155,0.883659,-0.214735,0.402202,-0.143111,0.947559,0.437146,0.296489,0.782619,-0.152099,0.525802,-0.342379,0.952092,0.20665,-0.488329,-0.543189,-0.086637,-0.677476,-0.390321,1.007732,0.041332,-0.071646,0.966746,-0.216066,0.116552,-0.004108,0.935312,0.476993,0.328798,0.705067,-0.513673,-0.361818,0.071945,0.950237,0.492352,0.136808,0.377807,-0.165878,-0.900572,0.230999,0.695682,0.439811,0.002146,0.4739,0.018021,-0.880391,0.113977,0.627211,0.331707,0.38099,0.774937,0.490846,0.115711,-0.13572,0.499018,0.553496,0.048053,0.998069,-0.039332,0.001315,-0.296399,0.422254,0.267472,-0.021369,0.987738,-0.020428,-0.153293,-0.328453,0.050681,0.300105,-0.439494,0.848392,0.15778,0.249363,0.018891,0.509862,0.617077,0.044362,0.763613,-0.410288,0.496579,0.29666,0.319868,0.600725,-0.013078,0.803074,-0.162258,0.573213,0.111295,0.076206,0.818688,-0.003053,0.992377,0.003859,-0.123138,-0.363752,-0.009563,0.182312,-0.12225,0.856485,-0.055153,0.498445,0.21852,-0.006215,0.797232
24,0.2,-0.016364,0.976939,-0.084016,0.195613,-0.058396,0.504391,0.58515,0.009775,0.985241,-0.099285,0.139093,-0.058335,0.57207,0.573435,0.012667,0.975593,-0.185313,0.117117,-0.049307,0.760793,0.536287,-0.094178,0.989413,0.071483,-0.084162,-0.034795,0.959124,0.459891,0.037484,0.962197,0.068392,-0.260947,-0.05813,1.075857,0.463602,0.104843,0.9775,-0.112017,0.144755,-0.069131,0.933952,0.461401,0.106221,0.883636,-0.21487,0.402163,-0.143094,0.947584,0.437185,0.296399,0.782733,-0.152198,0.525654,-0.342372,0.952123,0.206698,-0.488218,-0.543367,-0.086397,-0.677445,-0.390388,1.007736,0.041403,-0.07174,0.966753,-0.216114,0.116352,-0.004099,0.935202,0.477,0.328743,0.705099,-0.513552,-0.361979,0.071959,0.950135,0.492325,0.13675,0.377585,-0.165376,-0.900766,0.230964,0.695574,0.439666,0.002464,0.473805,0.018087,-0.880441,0.113818,0.627265,0.331569,0.381253,0.774699,0.491118,0.115286,-0.135704,0.498959,0.553366,0.048111,0.998064,-0.039388,0.001118,-0.296578,0.422511,0.267367,-0.021307,0.987762,-0.022953,-0.152794,-0.328647,0.051388,0.300085,-0.439458,0.848479,0.157652,0.249212,0.018912,0.509822,0.616934,0.044286,0.763601,-0.410444,0.496475,0.296648,0.31978,0.600596,-0.013177,0.803079,-0.1623,0.573192,0.1113,0.076206,0.818676,-0.003133,0.99242,0.002805,-0.122821,-0.363776,-0.009466,0.182554,-0.122309,0.856486,-0.055246,0.498418,0.218532,-0.006207,0.797227
25,0.208333,-0.016322,0.977,-0.084076,0.195282,-0.058453,0.504387,0.585179,0.009921,0.985243,-0.09952,0.138899,-0.058388,0.572065,0.573457,0.012917,0.975636,-0.185161,0.116977,-0.049301,0.760751,0.53623,-0.094316,0.989328,0.071256,-0.085194,-0.034703,0.959103,0.459905,0.037458,0.961689,0.068479,-0.262795,-0.058088,1.075833,0.463593,0.105028,0.977507,-0.111976,0.144604,-0.069052,0.933948,0.461412,0.106223,0.883681,-0.214856,0.402072,-0.143015,0.947612,0.437217,0.296241,0.782882,-0.152357,0.525475,-0.342338,0.952171,0.206769,-0.488128,-0.543539,-0.086245,-0.67739,-0.390458,1.007735,0.04148,-0.071817,0.967081,-0.215169,0.115321,-0.004017,0.935159,0.477,0.328957,0.70457,-0.513892,-0.362332,0.072078,0.950055,0.492181,0.136667,0.377687,-0.164546,-0.900888,0.230841,0.695323,0.439622,0.002857,0.473657,0.018165,-0.880518,0.113647,0.627304,0.331458,0.382226,0.774701,0.489993,0.116828,-0.135783,0.498965,0.553446,0.047649,0.998094,-0.039204,0.001204,-0.296744,0.422273,0.267561,-0.021421,0.987744,-0.020457,-0.153247,-0.328493,0.050706,0.300104,-0.439417,0.848601,0.157612,0.248893,0.018876,0.509809,0.616911,0.044272,0.76374,-0.410532,0.496189,0.296585,0.319734,0.600481,-0.013272,0.80305,-0.162427,0.573195,0.111301,0.076218,0.818664,-0.003129,0.99238,0.003722,-0.123121,-0.363775,-0.009547,0.182309,-0.122414,0.856454,-0.055313,0.498439,0.218534,-0.006201,0.797242
