Frame,Time (Seconds),X.3,Y.3,Z.3
204,1.7,-0.005907,0.745774,0.35019
205,1.708333,-0.006636,0.74639,0.351051
206,1.716667,-0.007453,0.747348,0.352043
207,1.725,-0.008109,0.74813,0.35302
208,1.733333,-0.008954,0.748715,0.35349
209,1.741667,-0.009042,0.749907,0.354331
210,1.75,-0.009253,0.75075,0.354824
211,1.758333,-0.009778,0.751268,0.354823
212,1.766667,-0.009648,0.751906,0.354943
213,1.775,-0.009414,0.752464,0.355051
214,1.783333,-0.008599,0.752999,0.355368
215,1.791667,-0.007914,0.753205,0.355253
216,1.8,-0.007655,0.753048,0.354802
217,1.808333,-0.006441,0.752934,0.354564
218,1.816667,-0.005596,0.752392,0.354071
219,1.825,-0.004544,0.751522,0.353358
220,1.833333,-0.003298,0.750301,0.352566
221,1.841667,-0.001954,0.748635,0.351712
222,1.85,-0.000464,0.746604,0.350757
223,1.858333,0.001262,0.744123,0.349796
224,1.866667,0.002934,0.741181,0.348872
225,1.875,0.005029,0.737787,0.34775
226,1.883333,0.00707,0.734002,0.346662
227,1.891667,0.009374,0.72976,0.345528
228,1.9,0.01177,0.724867,0.344602
229,1.908333,0.014479,0.719627,0.34357
230,1.916667,0.017257,0.713936,0.34271
231,1.925,0.020395,0.708333,0.342035
232,1.933333,0.023527,0.702067,0.341138
233,1.941667,0.026713,0.695597,0.340214
234,1.95,0.029865,0.688955,0.339221
235,1.958333,0.033061,0.682165,0.337967
236,1.966667,0.036045,0.675075,0.336541
237,1.975,0.038656,0.667043,0.334935
238,1.983333,0.041521,0.660807,0.333209
239,1.991667,0.044373,0.655108,0.332058
240,2.0,0.046727,0.648622,0.330282
241,2.008333,0.049155,0.643083,0.329445
242,2.016667,0.051345,0.637821,0.328432
243,2.025,0.053424,0.63257,0.327583
244,2.033333,0.055585,0.627212,0.326422
245,2.041667,0.057111,0.622884,0.32723
246,2.05,0.058942,0.617728,0.326744
247,2.058333,0.060988,0.612028,0.325484
248,2.066667,0.062255,0.607602,0.326027
249,2.075,0.063778,0.602683,0.32576
250,2.083333,0.065329,0.597533,0.325232
251,2.091667,0.066891,0.591911,0.324945
252,2.1,0.068239,0.584716,0.320573
253,2.108333,0.069295,0.58006,0.320399
254,2.116667,0.070221,0.575752,0.319929
255,2.125,0.07085,0.571696,0.319384
256,2.133333,0.071637,0.568121,0.318729
257,2.141667,0.072202,0.564656,0.31808
