Frame,Time (Seconds),X.3,Y.3,Z.3
503,4.191667,0.590575,0.802631,0.694679
504,4.2,0.590605,0.802599,0.694678
505,4.208333,0.590642,0.802564,0.694672
506,4.216667,0.590677,0.802527,0.694655
507,4.225,0.590681,0.802508,0.694656
508,4.233333,0.590713,0.802474,0.694649
509,4.241667,0.590744,0.802455,0.694646
510,4.25,0.590782,0.80241,0.694643
511,4.258333,0.590834,0.802327,0.694659
512,4.266667,0.590869,0.802271,0.69463
513,4.275,0.59092,0.802229,0.69462
514,4.283333,0.590942,0.802192,0.694604
515,4.291667,0.590995,0.802196,0.694562
516,4.3,0.591051,0.802155,0.694549
517,4.308333,0.591085,0.802115,0.694527
518,4.316667,0.591105,0.802079,0.694525
519,4.325,0.591141,0.802076,0.694506
520,4.333333,0.591247,0.801974,0.694492
521,4.341667,0.590401,0.802941,0.694821
522,4.35,0.590478,0.802868,0.694771
523,4.358333,0.590526,0.802829,0.694693
524,4.366667,0.590267,0.80327,0.694701
525,4.375,0.590617,0.802763,0.694661
526,4.383333,0.590654,0.802734,0.694651
527,4.391667,0.590713,0.80267,0.694632
528,4.4,0.590752,0.802642,0.694621
529,4.408333,0.591679,0.80164,0.694308
530,4.416667,0.590853,0.802571,0.694575
531,4.425,0.590903,0.802533,0.694569
532,4.433333,0.59095,0.802501,0.694552
533,4.441667,0.590988,0.802465,0.694542
534,4.45,0.591039,0.802426,0.694522
535,4.458333,0.591089,0.802392,0.694512
536,4.466667,0.590853,0.802801,0.694502
537,4.475,0.590899,0.802765,0.694482
538,4.483333,0.591249,0.802246,0.694485
539,4.491667,0.591311,0.802194,0.694477
540,4.5,0.591093,0.802613,0.694479
541,4.508333,0.591142,0.802566,0.694463
542,4.516667,0.591195,0.802528,0.694462
543,4.525,0.591259,0.802459,0.694407
544,4.533333,0.591306,0.802432,0.694403
545,4.541667,0.591366,0.802366,0.694345
546,4.55,0.59144,0.802326,0.694327
547,4.558333,0.591501,0.802306,0.694346
548,4.566667,0.592798,0.80077,0.693989
549,4.575,0.59196,0.801736,0.694261
550,4.583333,0.592026,0.801713,0.694232
551,4.591667,0.592095,0.801658,0.694165
552,4.6,0.592168,0.801609,0.694131
553,4.608333,0.592248,0.801558,0.694119
554,4.616667,0.592334,0.801506,0.69408
555,4.625,0.592402,0.801453,0.694042
556,4.633333,0.592471,0.801432,0.694014
557,4.641667,0.59259,0.801369,0.693919
558,4.65,0.593589,0.800325,0.693582
559,4.658333,0.593665,0.800268,0.693536
560,4.666667,0.59373,0.800241,0.693482
561,4.675,0.593802,0.8002,0.693437
562,4.683333,0.593883,0.80016,0.693383
563,4.691667,0.593964,0.800121,0.693319
564,4.7,0.593967,0.800109,0.693414
565,4.708333,0.594129,0.800026,0.693179
566,4.716667,0.594213,0.799991,0.693114
567,4.725,0.594327,0.799912,0.69304
568,4.733333,0.594303,0.799925,0.693122
569,4.741667,0.594393,0.799856,0.693053
570,4.75,0.594481,0.799786,0.692959
571,4.758333,0.594581,0.799706,0.69282
572,4.766667,0.594644,0.799671,0.692728
573,4.775,0.59473,0.799579,0.692632
574,4.783333,0.594798,0.799499,0.692539
575,4.791667,0.594851,0.799446,0.692456
576,4.8,0.594854,0.799418,0.692312
577,4.808333,0.594864,0.799405,0.692208
578,4.816667,0.594875,0.799366,0.692108
579,4.825,0.594907,0.799322,0.691987
580,4.833333,0.594932,0.799278,0.691885
581,4.841667,0.594965,0.799237,0.691796
582,4.85,0.595009,0.799174,0.691669
583,4.858333,0.594987,0.799157,0.691587
584,4.866667,0.595015,0.799105,0.691483
585,4.875,0.595055,0.799037,0.691307
586,4.883333,0.595073,0.798996,0.691204
587,4.891667,0.595087,0.798945,0.691096
588,4.9,0.595107,0.79889,0.690991
589,4.908333,0.595105,0.798852,0.690898
590,4.916667,0.595137,0.798781,0.690788
591,4.925,0.595146,0.798732,0.690688
592,4.933333,0.595188,0.798667,0.69059
593,4.941667,0.595212,0.798611,0.690501
594,4.95,0.595212,0.798589,0.690402
595,4.958333,0.595233,0.798538,0.690305
596,4.966667,0.595246,0.798504,0.690207
597,4.975,0.595261,0.798455,0.690106
598,4.983333,0.59528,0.798416,0.689985
599,4.991667,0.595298,0.798358,0.689898
600,5.0,0.595331,0.79829,0.689776
601,5.008333,0.595349,0.798254,0.689687
602,5.016667,0.595353,0.798211,0.689599
603,5.025,0.595395,0.79814,0.689503
604,5.033333,0.595394,0.798101,0.68939
605,5.041667,0.595387,0.798053,0.689286
606,5.05,0.595413,0.79798,0.689192
607,5.058333,0.595433,0.797914,0.689089
608,5.066667,0.595438,0.797864,0.688997
609,5.075,0.59545,0.797776,0.688911
610,5.083333,0.595453,0.797673,0.688945
611,5.091667,0.594459,0.798382,0.689101
612,5.1,0.594469,0.798323,0.689021
613,5.108333,0.594498,0.798221,0.688923
614,5.116667,0.594524,0.798177,0.688832
615,5.125,0.594555,0.798114,0.688726
616,5.133333,0.594574,0.798049,0.688622
617,5.141667,0.594632,0.797959,0.688465
618,5.15,0.594651,0.797895,0.688357
619,5.158333,0.594664,0.797819,0.688253
620,5.166667,0.594685,0.797749,0.688104
621,5.175,0.594719,0.79768,0.68801
622,5.183333,0.594742,0.797634,0.687911
623,5.191667,0.59475,0.797609,0.687693
624,5.2,0.594797,0.797502,0.687691
625,5.208333,0.594802,0.797434,0.687554
